id,name,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact
2652,b'gAAAAABl4lkMcfSqd3nLpzM9YLiGJnUE5J4I5_adjQj3AWiq9H5ir8UlPXHfHHAJbaGfbavHkxtGBybMSRSR60Ahh6dWWQPFUQ==',2017-06-09,shot,gun,b'gAAAAABl4lkMCqNiauNVPxvgFYA5OgNzDJ7ZhhpHQPzMJl2vdD8x28suTIwTnvwxx31u2CNmExE-HFRB5tWvlAOuUDFPNAU4LA==',M,H,Lyons,IL,False,attack,Car,False,b'gAAAAABl4lkNQkRMjdtcdXdFWnMBgeVhHhCXi915cqi7xqZbgKTFFpxXGKrO4YNuxzEuFWBZEHVUCBGikJ8ZeF4kmIdFeveZMQ==',b'gAAAAABl4lkN2XfG1Ts15fwtUL5nqLwfjFIzKhvnHiaI9gdVVSu_EYvfqzq8zsYpAYQMDREKZ79hcLqZeYOmDgxSIwEgQCfzjQ==',True
2653,b'gAAAAABl4lkMsqkbbUi7dlNllgJv4ejuz0vUZEfvw8f-uP5664nQoRiHS5LA68_EdKAFGHOLsJXvdxye2h4DjK_EyxioYtdu3JX2SjvaPKtCjfG_2eKKWF0=',2017-06-09,shot,gun,b'gAAAAABl4lkMZjW3fk_Wos5Jkd7q13jYJVlMDkZnSPzQJFM4cVYQ6YLPzOXdfiHq_RqKHZMfE0kVGDmwtL2d6hWrrRV5rT57zQ==',M,W,Miami,FL,True,attack,,False,b'gAAAAABl4lkNLCqoakSppsESlRgtMVbNfVHVTGBF8t_wwwSswb48802Ra5HOkrCAWgTF4MMDhAYKfkPQzi7V51rZugphxH65DQ==',b'gAAAAABl4lkNmBdFIV7uxLUsBIrVr0iLsnEFhuw4ZVI-PxGvE5JkbcEqeul3Yng6cASm1Q8KXulL1BBkh9BE9iBVMuAE7YUn6A==',True
2651,b'gAAAAABl4lkMgs_5YG-GSQJ8X2OAqToz5546QSaEJ7mxVCNhefmd7sh0n8UAtjy_fyfSlwQylBbWhch_2OE8yfBpo4KIwmxCbQ==',2017-06-09,shot and Tasered,knife,b'gAAAAABl4lkMC7_uj-v67SWgP-BHpkiJpH1EGIaWY3aYqkgQOWlThPitm41XHIOadujgos-cAcN-RMhEI-EeumXVYe-v3vle0g==',M,B,Tulsa,OK,True,other,Not fleeing,False,b'gAAAAABl4lkNLvMAiCX4zTeVPMy9bG03_3hJHrmDbVZhWHOGiIfhM862gIbWmx7jMrX6ous_S7hKWwfm8cSv_rHkZb8Z5ZqIbA==',b'gAAAAABl4lkNdvKRavdeLgAV22cbr175aUJtuNvgLJvhPQOXo5KoQgYKGfnJrgUWUUVU-V3CiM7O2d_zwATKznsDMYty9-DblQ==',True
2654,b'gAAAAABl4lkMArCyI3MFnrzSyIZUhqazwRB5ZGAOvtJNm2XcLzqckUdsUHKa4I0IIm499GcVr2GUOyTJ2eApXo6l2128n0UTPA==',2017-06-10,shot,knife,b'gAAAAABl4lkMmZmhO_uQr2Aj78qz8WVD8COAJH-7zckvJWvE_k136qMukAKc6ZqCqswWHBckuuxiDbVQ6J3JhzUSpxL-3UFNeg==',M,B,Auburn,WA,False,other,Car,False,b'gAAAAABl4lkNawziceP-dmAuQVt4B21DqPyrsYgHY0VMe6yJxgrnxT5b7deG-x6meH9EwdWGsepo_-yvo_hIt537WkHJinnmxA==',b'gAAAAABl4lkN8XgY9D42Tk5KDNPQngceXzNZHeaPsVxaCU6sqoUwGOoDJPyDTux7wH6WGIFGDzFPkMENl7iGghy0PZ1siUVFww==',True
2655,b'gAAAAABl4lkMmS_wVJtLgRj3qYVv2sL7K_6K-qzgOYMQep7lVu3YIccgcGGTZxPEoMF9brUpcFy35sJJl41_fukF8YzaDj3fOg==',2017-06-10,shot,gun,b'gAAAAABl4lkMjqSQ3oMtZsps9VlHnIER_rp8zKW0lGTDvELVs6620UCrosrFFIR8nUTDDKoxOHaDl0fWksAyUClYYYzqynavdg==',M,W,North English,IA,False,other,Not fleeing,False,b'gAAAAABl4lkNZZpNQkj6hvKUugxu1-_IHutpa0T9J-9wBxgkhY25N0kPg6MAblRymp0PUTvz82VKMiAEet_y8jm-OH1xx-CAfQ==',b'gAAAAABl4lkNAIAVNkI_qh1F-Hc7M2zqB7CzlRdsGnbDKiPVCcNZjkKZ1I-VwvEUyu6z7EfXY94cihEBid1BnXMZPH8QPdrc4Q==',True
2660,b'gAAAAABl4lkMvuLL3vQ_xNJ0aLgKEKwtqctuB5w2AfbUeVqicJ9KYjKU2nbQ-J_rlBRyAZewxBb7PKOulyV5ajs0y_NbMg5g-HwkYSL9XYWzSsZjjoblgok=',2017-06-10,shot,knife,b'gAAAAABl4lkMH1kv9_VPKpD3RoiHSXmK2qZttFbXWJ71vGFrMDf7__GcjsJBYzrX9Lz9Q1Aix4MUZvJCq8-FNv7hLeBqdNyNng==',M,W,Abilene,TX,True,other,Not fleeing,False,b'gAAAAABl4lkN4gaIaKacuHywJRJgr0mfIgQULoCmbgf8xmmlatLaBFVoNyq3sb_3pCtRMo-oGOOS0TF7-qxg_IId4xe6SiTuGQ==',b'gAAAAABl4lkNXHKd3UG5aRdpdqjSQDKSute74C2IXV4suvh6d2wkndR-ITt_77ASXDlM2Io5ly99jOtY1UrfWRF7sVmwD8uFeg==',True
2661,b'gAAAAABl4lkMQFb6MhPvkRpbqsU_nTq967VoKF-bF1FI3AXjMmQM0vn3I9bnl9i1fMtKQ5PPPXWJztw3F3tXPRQ8CtZgw-rMoA==',2017-06-11,shot,,b'gAAAAABl4lkMac7I_GU3YtZnGK5NASxgr7Is9JPDqKJ2kZ4qlScIPT5R9jVf2Vh9ink2hWuTo54PmAybaFwzQKb-MDojUotlxw==',M,B,Milwaukee,WI,False,other,Car,False,b'gAAAAABl4lkNq96FdsW3lH_XftCb_CwemTDI61_7Hv20a0HfCSVFFLCeDbwBmB9XcGpomjrEEykYoDU5YNhKZ0SvQHdy69dx-Q==',b'gAAAAABl4lkNccsrrAaCdzokfm9f-BK5exbtI2PeMpYtNjwb3XEGXHhwk7C0BFPcg3yaVeEP6kbKuwiFA0WfJu8GGx-UQEdSQA==',True
2658,b'gAAAAABl4lkMFKDWHUoxahximVSjkKe_7A35cHpUcj6vabfBaF3A3cTA3UOEX8z0A89KqRqnWdIUpUULW93vGqWDK9AkQngv__eB6Z5f-dd0WpROndAFku8=',2017-06-12,shot,gun,b'gAAAAABl4lkMD3OXQvquoUfqK1Ve7zBEhYpAlmzaMi4B4guSdxRUpg_0usk8J4Y9YutupncxVTiENp7rq8BLE7O9zRgr0cgsgg==',M,H,Plano,TX,False,attack,Not fleeing,False,b'gAAAAABl4lkNntNGESyOr4xBvJcKLXCq81jls2Gb_WJlP8_MhFqKo4fuXWoGWMaY3sn267EDdYovlz8_o5a9pjvhveBmGOSoWg==',b'gAAAAABl4lkNe7IrirZmlT0TRgsCvx3kvkvceBsWVq6s95GKGPEPlWiiG1eIpdZNdB8GgA6N0nB7tPG7MkxKIv4E_v4qUO7TvA==',True
2659,b'gAAAAABl4lkMeX7VIzyHUG7A6xwGVdNzmwOwht6ikABlbSidW4CpwhcnZkBRNIwGFuLG9fg4B99cGG2CwWH5qRSZIpJZLTWMsAwwwnOPWrTqWRrK8RROkNk=',2017-06-12,shot,gun,b'gAAAAABl4lkMOkRJpcnveOtp16m8sE21tTK3lJCWR3RPkZoV07Yw3pdny9eD9Vy6n8MyfNoY5Dutv1fSGglE_u_utV1wy7-rPg==',M,W,Trosper,KY,False,attack,Not fleeing,False,b'gAAAAABl4lkNaddP4a_nUIm_0T7wy26Dg-3cql3t6RN2jnn7hJN8HbonFs0Jb5eDYzNTXxD_jB7l7B0PLNj1q43lSSzK07qTDQ==',b'gAAAAABl4lkNA2YCi6DsKbgJiA_6lDfq5CBryJNS8UAGne1XhwErZAkENq1x3Xlr_h4VvuWwNZAsfK8uIQfr8mYGdti-MmEWng==',True
2663,b'gAAAAABl4lkM6NctufMk7aBpzzaoCkDmhximq3gJq_yjLlfYyDj1cX7JxfXXbBFUbhbcvkWsk__GzlLnBMLpUnVlPhtLdxxcBS_KiwmangS9j8oM8u35b2s=',2017-06-12,shot,gun,b'gAAAAABl4lkMaNSBihjO-DdGDj8nVI7DEhKZSEhFFCKNdzbzGe35y5ukNyUbX5fhUE-puBRRiSW1YYaQ52gnUvHBh3D1pfhpxw==',M,W,Cade,LA,False,other,Not fleeing,False,b'gAAAAABl4lkNeBGNvKqYzuWowsNfkipltl1mILSHOW1Wd7-qiXkg1hI0VehnDDTawvIFTFbijUc4oSZlypjVK-YyNyxGUz11SQ==',b'gAAAAABl4lkNk_XEUOUElQszZPEbmhYiBfqLYijv7_QPwYrObtSw-iRslg7YU8Du2LNN9Y-HB6DMWPlMp2X3flpWWAHcr1OdrQ==',True
2656,b'gAAAAABl4lkMP0X3-SJmcOxuvL3v6kM2wOeFO15bv2vWKyptzME3idNi_6yZC6i0zj6jdk1EwyqGyY32WPmRNwhADPtIfocVlA==',2017-06-12,shot and Tasered,knife,b'gAAAAABl4lkMY2SLhwdpDDDqRpKXozD_Mw81pyrkOqLpxVT3RrZICKWmQG75UBmM0U3sOm3q7o3DsL5KY_pgmu8GLaq-CxQs-Q==',M,H,Selma,CA,False,other,Not fleeing,False,b'gAAAAABl4lkN7KX0emwonWTXYQeAYFWTglv3jsKymG2Xwp_SYC_SsSWFoluE_f0EN8t1HREiwelK-DYHQZb5Y30D9B2FCCUxMQ==',b'gAAAAABl4lkNkWUp1hzfu17coLmcKtHhcwB8atuqNGEge3mmWLaV3kT3KVNBYGnlR_wsKwXo9JGu7zTOcFqYUcUUpOjzYqbKnQ==',True
2657,b'gAAAAABl4lkMFBYsr0eJBqDm9r4qUMJ9pp3nXhmygPTbIdl2M0USuQuNt1YoW-TfOIfbwkF1TEEbpQ2D7kiTW1VFQ4mm-F86Tg==',2017-06-13,shot,gun,b'gAAAAABl4lkMlyi6qDtRLyz1GglzpJw9IE00Ab-8j0f9FVBOG8qWGbAe58vBISSdWOhm6Jq19eeIWZ33nWpT8WdSB7xV0WD0aQ==',M,W,Jerseyville,IL,False,attack,Foot,False,b'gAAAAABl4lkNv5yNOEEwXkMMFmgrcuQepbf0eP0CpQYHJoU5ytgww1hyvgbLUUH3OpIRrCkB-K_QkEEYejl9WfzQ0sVAQnDUgQ==',b'gAAAAABl4lkNKUM7h0IxjgdJwYKkWz8a_v_p0GY9ImP5xV67ZJYpge4d-r6_UKE5SHtCtPRtdCgf3JTduWIMnGElB6p4k_Qang==',True
2662,b'gAAAAABl4lkMmbpE9geqaQn3xp-jDR56ESYcK4GNw__GDCvExRnQ0aQMnQGclmEt-l54aUbgbBapp_Vptz9MhqNqEAAB1SwYPQ==',2017-06-13,shot,gun,b'gAAAAABl4lkMRrbSN7-ry0re3gRxgL5PW6ZhN9HicBumqcggApO7s6z7aYij6OU6OmQdpDLO26roFQEJ8KdOwJE2wuAsH2bw6w==',M,W,Hampton,NH,False,other,Not fleeing,False,b'gAAAAABl4lkNJpnadzwPBN9Zt52eI5Mc0ESUh8PcNHLLx8kIQv7g25uMokAOLzfQwOgV-ULrU7EO7coqGFUCPd3nigMOrFV8HQ==',b'gAAAAABl4lkNcQCaeg3-88QEgobn2bozmXkxOG55qFCu2t2hMUCby6p2MFs19MRr5DtI3PlMNAPou0UhTjhbiId1tRSxR_Eqaw==',True
2664,b'gAAAAABl4lkMWb0b-nLKscplZMidaHepcmrMofCBwBlEBr4LLeWR_7NlAlLFMxnZliLm1mN8QXPH1GbjaVDsBs5BdWi20mRQjw==',2017-06-13,shot,gun,b'gAAAAABl4lkM-ga3r36g7K7i3nl5B00ycX2BKy_9WolBerIb_EC5eoh3EIHWy1bkvEPyFiOPbGEWkLdVXWzULN02-83__p4r_Q==',M,B,Baton Rouge,LA,False,other,Not fleeing,False,b'gAAAAABl4lkNNYuutx_AsfUDkyjx-vVpsjJFUHdrfgN1LKhcUCJ1ixmtxXaYPeOwlPwUMOe6C3TfEK_ViBTQBbFWloAEINVK0g==',b'gAAAAABl4lkNdkpkqi16GzN9SK0J1FBHLghY0z68xyDIqhjUvBKWM1OggLkmzCPTcg-2nKq5EgY4JfaUWZIAivVYiBeCdflzjA==',True
2665,b'gAAAAABl4lkM1IvdhEyrPD3T7CH6aMI4A2W_I8pMGX6iUmcJicrfYdMyIAhTdp4K0hIzsOl1Z8IgwCqqufD5e2fMZ-tSMGjhsQ==',2017-06-13,shot,gun,b'gAAAAABl4lkMguT_dm1spJeKRNluHruGGHW5mP58ovoQIKif0ECHRtSZHOOUk2lPhR-xqc-MHJT1FgSvFebB_PItNJWLEPtNBQ==',M,B,St Louis,MO,False,attack,Not fleeing,False,b'gAAAAABl4lkNcac4HRybgOsPhur50weFQeD9Ni6O39uqf35qiOedhxf_SMT5LpHwWnjEj5AD03Q_5og8fCDYtQw9GYR6Y7_QLw==',b'gAAAAABl4lkNTbkF2KQyzuZCD6irsRypxeYhBQ8eUH0ARRUZy39HT77VRe8l-wfQuntqdqo_JTxvD1NpuLb97arIgWLOcRTq1Q==',True
2667,b'gAAAAABl4lkMQiHgls_O3wRmMpyBXxo8_x9yW5qMEQYPpdOt08FTFcshgZPuXwpCz4h4xv_IJEm5h35oPTwbdKpslHiNi-jEdCnCgBEsJbC3vIZDpWeFVn8=',2017-06-14,shot,gun,b'gAAAAABl4lkMIR1ZV60-MX4jrftePBM4wV54k8-vhI-UfJdiKaushWA-IGKx_7mt_KFEqp7NftyslsR-TjpzarNBkMg6C8Kk-Q==',M,W,Alexandria,VA,False,attack,Not fleeing,False,b'gAAAAABl4lkNyh_iuR8lGMlEc4Dr1VDlhqG9Dxn6vObOhNi4Qibkuea5A9OlhluS2cpggIZg497IjbEP2ybwaUfKJgzyWcYlaQ==',b'gAAAAABl4lkNdMlPc8Q22hcE5RtiBnLVgNVMF8nHy9DiNagJQOmL-WS4nDlXPH2I3H-92Y195r-cFRobmOIzYPw9jzPn_QyYog==',True
2668,b'gAAAAABl4lkMR_VOO2n3sUccD0DqSb1qR_hXEimOLr8VwAwqwya34Ot2oOk-mRbjIcsJXaWKNMF3PKYtmzVHmH57TXkC2-pjiw==',2017-06-14,shot,knife,b'gAAAAABl4lkMZLluOOKv2VHJh6Jm9fX2-CBKJPVqWVBv-tOHjV2EKg0lQzWSmin_FbsSPCnfDFS_ubJRJvxrPdc0dog0YWbWiA==',M,W,Somerville,TN,True,other,Not fleeing,False,b'gAAAAABl4lkNhKzbpFpVl56SM_qxK8yzLhiDfRysunUwAXgot8cudXGwWCLAcITUckwcxFVtLrE-NOCVlCIOMIf5-E2jkaZT7g==',b'gAAAAABl4lkN83awExpM2neYAQoGZm6lN826PyhC9i8j-OGnJuXWB5gYSDIiXGm0_bVKi9Drjc0KOi7fB9k1PKVext1yX5Aq8A==',True
2666,b'gAAAAABl4lkMKS6dMiZjc4xK90G35t-bvsRV_lSRxoVNZyldZiWXg5t0kYdWJ8kIwmvPXGUZL9LSzLSTNN6_Venouy3GQRlS1A==',2017-06-14,shot and Tasered,pen,b'gAAAAABl4lkMq0bhgkuDV0pJgMqmRLAuzTrGqavDqc0S5hYK0dFsrWT2TI_Zvb56D2wxqrTYEPm4KRoHu3OtLPB3wJsR5cKLFw==',M,A,Burien,WA,False,attack,Not fleeing,False,b'gAAAAABl4lkNaE3bZ2G42bDE7Dk2E-jXckJFFoZsHxijdZDwxqxuACKHlFwWQj3OKoPIj7uNrd78q6-dAA-xN3GkHNNEOWrNmg==',b'gAAAAABl4lkN0NU_2TJnP0c21LJltIC258tRVWZJ0jm65UoxTbRRXAg8X0AoSTYh0eBFQzjkOy6uXfGOVA-UWgnuuCrXgSeqkA==',True
2671,b'gAAAAABl4lkMsAqXdD7ou1WNdeFX50hcWlu2G8yvg0MFC3-NKnv0ysUjUeVBXQKTilFwP_FRahRQkVcQPf5P___xRKquESNSSg==',2017-06-15,shot,gun,b'gAAAAABl4lkMdwqvU2fKcZeQixeHqRdF45poXr7xoXVjAavTDf9tdUxAuVR9mf-0Y465i1KsQKzRnWPT_feo9yEJnuHvarLNGQ==',M,W,Newton,NH,False,undetermined,Car,False,b'gAAAAABl4lkNqyUThS40qwLrfYT2hsQej1PBWb9iaFi6AmVadsw7c8K9w6PLpffU9e9UQ4T0VrnrctIrlUQeIq8zUxkJYjoURw==',b'gAAAAABl4lkN9zAygkyoaRKZ3LewOIO1pO_r2pBFZzdZwrhbl1pHD9XIZ67W_1VxvaKHWqRq4WGcfLKIq5TEyxdc0mTfaWWK4Q==',True
2669,b'gAAAAABl4lkMYFUkRqvgWw5kGi7BmlVgxxEa-ladtXoutx5GV6MP2ySqw_IXwBBBAop0FqPt2pilYYRl6o8Z9ySZoo0GXNbVhYIjr5gBDuRgV3c_i2NFUb0=',2017-06-16,shot,gun,b'gAAAAABl4lkMv6Ab5jFNGxQQ_peUlcMO2MLuWn-ILvcA1QgmkaIALNsJOXCifIVE7kboKY0FIjYauTFCRMhhWBWU9jSZwGihEA==',M,W,Water Valley,MS,False,attack,Car,False,b'gAAAAABl4lkNZot5i8MbYdokEMU_6zdBtMHTRv0XVIEbF7CujsWiUbL7uTGinlZV4ufKeO9ZMT-EBXTT3IMuMaFmjWxUV2hyUw==',b'gAAAAABl4lkNKO_HpYstRxZ0vq4swPnxqDKpM91KZjRmU-ghEFx9A_VaR5Msis-7z8Lbicvt_uxMOBn8jUpbOyZ6Amz1FpzI-w==',True
2670,b'gAAAAABl4lkM14VamMmBgr5n6VfG5FQZQj9nu9A3VMxafaVH4r5BMW24w3iaWWXBhiui3nFEI2IUFPQJCBiHW4ef6tyuQC-CQWxfGwf3_vvcofXnwPBw1Gw=',2017-06-16,shot,gun,b'gAAAAABl4lkM-Rb-uI6l3y8aULMIl0mHobUNIOhBAK0srASdRrK1VabEGmZNF3_a1Cgv6kTNKa7c9PLux3AZmmxwnJ16imYLSA==',M,H,Rialto,CA,False,other,Not fleeing,True,b'gAAAAABl4lkN_6sSyAaOxuk5PDumEAL29KlKTodZDKE88u9xke0Z2pubfm16vX4fH7tgNC5_1lS8FYKydjsmo6_l0LcZS_YJgA==',b'gAAAAABl4lkNyrxROFqGDqrx_K54K8eAGc18Lr3T2zhxPBuIMVm5jP3WgSXN-laVSQMOcYC4OxcjseyJkiVSEhtM8Il3flMz2Q==',True
2676,b'gAAAAABl4lkMIywnWcBAk_oCmxG_0CW1CCv0oygeFs_iT5q51KX_ddhWYvcVC-iPFsId4FPD-TGcVoUKXH8rz0jzAYm6vlqA1J8jlKhMv_37DcYdp7EsLVs=',2017-06-16,shot,machete,b'gAAAAABl4lkMe7KmzrXe334l9Baop4YgwymNEHWLkFTCj-orhZSMEHsKtaGV29fQubTEC-Ko66anYzCdvTYQX_EcFd_rH8DDyg==',M,H,Madera,CA,True,other,Not fleeing,False,b'gAAAAABl4lkNOKqoGyMIoAnT-JZJkH0AYJsk0ysAg7Eya4GsNQwvv4Tdf6Op67NfoRbPn2MvmRWV4ZLGZ5emxRAadUZdQl2kag==',b'gAAAAABl4lkNC-mWqpeSBYEFinwYYqBSUFjmhQpLMzByqj6Cusq1OsNegPNbIEwRAolNGk_rSJFIRYYuJgGJM63giN_uPlcn5g==',True
2677,b'gAAAAABl4lkMZvOALiuvBGDktx-oDqzLpX4I0X9cJi0ljhTG7tYespaZxjWfGC8nNafiz62y0HHAAzA0oB26Ku16PgbsCja1uw==',2017-06-16,shot,unarmed,b'gAAAAABl4lkMjW5gYTWZTZ2Fg2IOuGkLNcYHxJMHYDh4c8qN1UW3MT71wKq7w-KXonrsijKrKsju6UHML8qWC3Pia7C6WIVG0Q==',F,W,Water Valley,MS,False,other,Car,False,b'gAAAAABl4lkN-SH_K04YBGS6P40yvkS9X7dUXlp3GurUgw-7b2eWvAVcCWGRXGFUfXfoxdU44jGUVs2iLH7zTMsxXDxwlgw_hQ==',b'gAAAAABl4lkN2yk_GZN-aEP7BpmiAGFKUpm4R7nCWAH0bm7hKtLRPDIrhuOx8s7Y5UIj2V2z8m_ikY4ZD592McLO460O4kBaTw==',True
2678,b'gAAAAABl4lkMWHBKK24NNkeMH7xbngnPFU1e9ByuPLAHv8VBpm0UBsaktSNCrUDjsMhhgr0M8sPflYBfyGQzdLQ-jqVXAAFPOQ==',2017-06-16,shot,gun,b'gAAAAABl4lkMXOpJlSJfTpG2cOFdlhXToIzbVjO72bgaF6DvszYXuebYgQcwQ5y_-C528lXZFUGkSQq0iXkfITAxXaLyePu8mQ==',M,W,Antioch,CA,False,other,Foot,False,b'gAAAAABl4lkNzhNG-rflH7jk8n5Uz5eGcQkK6mQvU1cIOv4RjCEn9B7La6pKKpxubgPH9JurtFCam8UAi1d5qNUoW7hvbwtZpA==',b'gAAAAABl4lkN8Oay9sqAtX8KPdsrbLfCsyGML_BlB7lgYben9IPd223M4AIfLptRrk4TwlPWWC5w2kN_qEVJBIciDPvhTXYbyw==',True
2673,b'gAAAAABl4lkMi5FLOroCzkxl5UGyaj-NssLmoe_WF-EWgWUU5NH5fdJa4QSJfj8lXxMBFXd4tGg-kIbKkOKJZAiwrDA2p2cB7JQgqMUejoPgjf-hpiLgmlc=',2017-06-17,shot,vehicle,b'gAAAAABl4lkMRRXkILKk_Q1KWf3yOyd2EO7jlEFgJevBPH2-ghxNzTQbio8M6zWcJbTd51B3nrOHQpqy80CtNM_GaXbdrnY4ew==',F,H,Montebello,CA,False,other,Not fleeing,False,b'gAAAAABl4lkN59oaOmrwsfyWxfp_WoaeJmtUeNZC1lsLR47OGiEYohkRy9xSyDg0h9GcL00ViQWc7TfWDKvAmanIXyFj--VG0g==',b'gAAAAABl4lkNquzONRIS-ibn4m4q_yOyBVcd6r05LujdUjtpVCEGO-j4FngTZ3pBorFKcbAdd_FSqg6rJpQIn_BnYYMFoB7t0g==',True
2674,b'gAAAAABl4lkMsBnXGUsoxYrP0KYP3338qodCIBo2LUsNZgHfIGPPiLQSQj7wa7gUwP0Jy-I6UxzSfbBbYgcsyVR5vsEpRP2TQIu3l15vG1g7EiGy2-iMmTo=',2017-06-17,shot,gun,b'gAAAAABl4lkMNY1384hgWKbF1eEt3_jxqtcyfAwO3j7memNSh-WoAHQ3hcTWwGngwT7M0Ih6RXWLuySZGGjtl_K4W8P18c3V7g==',M,W,Rapid City,SD,False,attack,Not fleeing,False,b'gAAAAABl4lkN0PBg_oL5AeDOjak3Ki2qwPhhRAi1Db3Wsm0T0Zp4dRGcnEyrqlA93Gg8Xbo9LeiU9JVu9oSU5qSVGdx-Ie9lHQ==',b'gAAAAABl4lkNtm0Ihm5DizFBjME6BltxM2G59gL0CYA8JSY7Ma3j2nx1z8oj1YxXlGu1mT9UIGosa6mQbhVgfjV4ULSR2R4KYw==',True
2672,b'gAAAAABl4lkMJg7AXZxCEadKHdblD91n_Guko0_NmaPg_OMl8qmyGMZraWsudr37jdM3RezYxdlIaMpx3l1OSVLMJAtQXyVcjw==',2017-06-18,shot,knife,b'gAAAAABl4lkMCLnMaC8SqlQwn2phNWxMNYituhGZo0u7S_CK70-fp7uxzetxxkXAKaCZlG8y_puEUeZzLQ9Wm4uEwku-GNbbOw==',F,B,Seattle,WA,True,other,Not fleeing,False,b'gAAAAABl4lkNgvGwhVeMfPEJsmW0o7CEs6LdsV0ZF-2Zmq_VPpl3doz9WOrnrPOiAEyhiN43lLwSgt0N1PM0AYNSqrEALbgiJg==',b'gAAAAABl4lkN5lSD30ZrCXi8wOWK_LDcMbJDe-9Jci2ZtSk1W9V3dwTwdepZt285sYgBecMn_mtnR-9AIg5jbMQQXzz19mtBUw==',True
2675,b'gAAAAABl4lkM6Zxp5FNE6aHH7oG090vBttGTTeg1X7GmJyYuUihHLjZWGBafn7Ui2ozGlEKXUJR9i-qjXt8sH8TYbV4tgs1qtQ==',2017-06-18,shot,gun,b'gAAAAABl4lkMpSO-0WDImYz_BDKaZWMp-2eeTxLIBYCnvOMJ8ryr2Oz07Pw5iieqCLJw3zQvVXCX7fGrh5uFrf1LKTBRPKIUhA==',M,W,Waukesha,WI,True,other,Not fleeing,False,b'gAAAAABl4lkN77ivfbE_UVxJQX2iPadwTrawABQGPQlPWcFTaSbd4RgbWSirzwveTq_9peJsR4tkghiiAJlqJNjyChdAhmxDmg==',b'gAAAAABl4lkNBJRlFm0JxoIr0gSR09J0-s2TIwDalKUYCB-_PnhWRTLMI4U-Z7VM_Etvz3jIbI9XoHG0O9ufrVM4QqtWgm2VXw==',True
2680,b'gAAAAABl4lkM8G8jBJ0Se-5O4Si4-_oT9SPgw9unl6P5tLOCqZRVHG4zEsKQr8ej6eW4VVoQrmtHEmUyRH1jbwX9fI7XIAZjJKKlM5MW54dzXdqYaRdHi-0=',2017-06-19,shot,gun,b'gAAAAABl4lkMVX1x1livBDTyFJ9RhDwWo0cxCgPQ1W_tB1xCcGpS1T2zwUjoIt1o97KowVK6J4wagwlj3AnqQvYGy_qVwWFBUg==',M,N,Fairbanks,AK,True,attack,Foot,False,b'gAAAAABl4lkN7-4WjuXvACGoO0BnArpBgGd6gv1KRIPC2JwcSLjZIEvi3m2gymR3bLzpmFCtsxvG3Mhto9hT7SMPKPzj5qyzQA==',b'gAAAAABl4lkNUKjjC8jJ7SJ3-t2lz8aq77zXabKt0roM5b76DsJF_GjWUYn3mx3TQ7h9nEpzDMSZ8j0F7iwqLvuUW17bPup99Q==',True
2681,b'gAAAAABl4lkMezYLJhYp2Xf04Zb8gcR-qiEjWxXfnvzgvo_dqY2HL6UIw6u5PHtbs-JPfHs6ppIozIgVY5ITsLmsU5SY6SBjRQ==',2017-06-19,shot,gun,b'gAAAAABl4lkMNUtCkXNv4CbbPCZ98e_N0wjLXzrYND4toCMh-JZrkVEL-qqgRQQNc6HjEOjTRIZ5bOMxjHy5L2zqVVMo_Q5FAw==',M,W,Dallas,TX,False,other,Not fleeing,False,b'gAAAAABl4lkNSWaYNjWCtunHZjR6x2VsY3gQgs7Fsvz0dpImnsf2RJ0NQLL45nVRYtuyv8Bn37lCqWNzT3PRGgSBMF5oA4ciwQ==',b'gAAAAABl4lkNddYuRFWhbQBeWQuxneF4fS8indjPH5DEWUB-iFg7x9qRG7pMF3CDrW3MQGBSyCLYkUU1F_ZIsO3lW3Lj5fJP_g==',True
2684,b'gAAAAABl4lkMSitazX4bZacMDLo9_jTS-RvQc4it926o2I4GRR-earvpoa_PYbKOJjXRTgyhWHAuh2gRYx7AS3Us5F-3l9NMpg==',2017-06-20,shot,toy weapon,b'gAAAAABl4lkM9GqeGjtIKXK2fkhTU3Ykv9Vk0-m57tCqkqLmsirhSY3w4Zz4tDYpoO5fdkqXNljrx_tpVJiwE68o2xqXWjHkMA==',M,H,South Gate,CA,False,attack,Other,False,b'gAAAAABl4lkNo_2LhoF4xKsGa1F4UYGGrOHCiIZlOU5UF4FSUue2rjx76J9VkDfG7BsyhRm2dAoKGrq-N-mDr54ALd9aLE4npw==',b'gAAAAABl4lkNz7-ZmYXP8Jp8oXxqChdUbGWKsm0bWTNWCHsvMjZJkVMrGeINmzf86R7a0WNpCfPkXxKw-xDxUPV5yZmT3hJOOw==',True
